ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	CAST_vs_B6_logFC	CAST_vs_B6_FDR	PWK_vs_B6_logFC	PWK_vs_B6_FDR	WSB_vs_B6_logFC	WSB_vs_B6_FDR
ENSMUSG00000021728	Emb	Emb	13723	embigin	8.32771784957885	1.7971908846126798e-10	4.319472298449942	0.1562980639576121	0.9488121764490732	0.8793256074057895
ENSMUSG00000109429	RP24-344N22.3	NA	NA	NA	1.787559196900006	3.9279124270803525e-10	1.3843948296198725	5.608278418313378e-6	0.5715565573277466	0.1452590890806708
ENSMUSG00000055782	Abcd2	Abcd2	26874	ATP-binding cassette, sub-family D (ALD), member 2	-3.9057330911598287	4.0988529508445064e-10	-1.0053594095177343	0.07869482223856167	-2.061954214415929	5.601144085659454e-6
ENSMUSG00000051652	Lrrc3	Lrrc3	237387	leucine rich repeat containing 3	-3.730238853004048	7.804239706411337e-10	-2.078312529252577	1.4134570441424376e-4	0.13495248329452691	0.9093382401974115
ENSMUSG00000100627	A830008E24Rik	NA	NA	NA	-4.042290894686567	8.761019613239811e-10	-3.5266167807100803	1.42324809015498e-6	-4.709688842558535	6.273697904559581e-14
ENSMUSG00000050299	Gm9843	NA	NA	NA	-1.7742797380750903	9.045380816698651e-10	-2.658126019748927	2.0363489838777553e-14	0.09403179929710415	0.9037740238102246
ENSMUSG00000079671	2610203C22Rik	2610203C22Rik	72481	RIKEN cDNA 2610203C22 gene	-5.805539581811612	1.0978771801023667e-9	-5.4402971755350675	7.283467684544445e-8	-0.5643242150320039	0.5183071328510117
ENSMUSG00000031851	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	-5.217825330731063	1.1042255398534569e-9	-2.4726431402092577	3.4587764141463074e-4	-1.9876753478462936	2.469456280418784e-4
ENSMUSG00000087370	Tmem170b	Tmem170b	621976	transmembrane protein 170B	-2.5966963139058925	1.4271051588377475e-9	-0.01688329164432882	0.9873678743956463	-0.06961774111245378	0.9559994248757256
ENSMUSG00000001761	Smo	Smo	319757	smoothened, frizzled class receptor	-3.6345752391280297	1.4309223189259708e-9	-7.905592636151229	4.630994800911977e-12	-0.1266633119073706	0.9189781763540086
ENSMUSG00000028080	Lrba	Lrba	80877	LPS-responsive beige-like anchor	-2.449381319773613	1.7731028499667623e-9	-2.6298449525561365	9.034181583354868e-9	0.45847239918477933	0.37243388369362107
ENSMUSG00000082884	Gm13339	NA	NA	NA	11.87684123174988	1.8525963908907793e-9	12.160145989230854	1.702446496912033e-9	2.442813911805995	0.663398698185125
ENSMUSG00000022505	Emp2	Emp2	13731	epithelial membrane protein 2	4.107062796018786	2.0796965620941907e-9	-4.373871318210132	0.06819382243386533	-1.1031940280358727	0.6299300474093071
ENSMUSG00000015396	Cd83	Cd83	12522	CD83 antigen	-2.87455037747965	2.2871744862149663e-9	-1.0331579136508193	0.030629633448603925	-1.3486161150137548	8.668707424814874e-4
ENSMUSG00000102620	Gm37675	NA	NA	NA	-3.939014129329177	2.87588399936064e-9	-2.437175889731179	1.2343840570021425e-4	-0.7405919335871818	0.25462084728887724
ENSMUSG00000105353	Gm42428	NA	NA	NA	-2.79775928957649	2.878462787671449e-9	-1.3712741918088387	0.004713451980094968	-1.331114310369385	9.78904757945344e-4
ENSMUSG00000097705	Gm26740	NA	NA	NA	-7.517715965945696	3.088128339267412e-9	-7.801107119726145	1.923358967628619e-8	-7.596410493067823	2.295847190272222e-13
ENSMUSG00000044626	Liph	Liph	239759	lipase, member H	-5.68540769878779	3.2098108302861076e-9	-2.8014877843440082	3.810698223413965e-4	-0.11372576876978008	0.9487696978302805
ENSMUSG00000099375	Gm28187	NA	NA	NA	8.094772064399818	3.289787052133362e-9	6.916082228776521	5.114916459539997e-5	6.710981660211807	7.023283182031205e-5
ENSMUSG00000073599	Ecscr	Ecscr	68545	endothelial cell surface expressed chemotaxis and apoptosis regulator	-1.6164987836609173	3.4335550185750797e-9	-6.549079861501119	1.465777799436632e-30	0.05573915042127321	0.9529414128217257
ENSMUSG00000009214	Tmem8c	Mymk	66139	myomaker, myoblast fusion factor	3.8563696690492044	3.4335550185750797e-9	1.3148594051891358	0.25693367766137126	-1.6448782599128737	0.3475443298591318
ENSMUSG00000040552	C3ar1	C3ar1	12267	complement component 3a receptor 1	-2.6511577796998154	3.808838896346211e-9	-1.9841077199088213	7.956620961393382e-6	-2.100062169436565	1.2446604805470217e-7
ENSMUSG00000034663	Bmp2k	Bmp2k	140780	BMP2 inducible kinase	-1.6596399947648284	4.511970976450567e-9	-1.266863111227892	3.526961438178421e-5	-0.49928814910282987	0.16044520968933643
ENSMUSG00000021928	Ebpl	Ebpl	68177	emopamil binding protein-like	2.373853506395924	4.764748335686162e-9	0.7246657266665266	0.2542662463664834	2.079498158348295	3.3629895606335784e-7
ENSMUSG00000042246	Tmc7	Tmc7	209760	transmembrane channel-like gene family 7	2.7218401124107	4.862970932947042e-9	2.1272888983238714	3.526961438178421e-5	-1.6965598148802767	0.025559811638069196
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-3.1027606744917855	5.936772176697381e-9	-6.030188462852428	3.806702886332776e-12	0.2976487021941767	0.714820280957902
ENSMUSG00000076431	Sox4	Sox4	20677	SRY (sex determining region Y)-box 4	-2.783972483582664	9.18401537649782e-9	-2.2832235493566757	4.428618514163522e-6	-0.4660523993583366	0.4731783261107256
ENSMUSG00000090467	Gm4613	NA	NA	NA	-6.460084241430267	9.609836662733477e-9	0.3886038939613534	0.6615997860692299	-1.2116437473816175	0.06797304570658208
ENSMUSG00000030089	Slc41a3	Slc41a3	71699	solute carrier family 41, member 3	3.8317704001986845	1.2320289647857653e-8	1.227344520768084	0.3534190139579948	2.455827087644892	0.0024644775142937223
ENSMUSG00000083563	Gm13340	NA	NA	NA	8.463359595174476	1.282901122926389e-8	11.339862047684322	7.542750421624148e-16	0.6063950165445476	0.8998155643886718
ENSMUSG00000071415	Rpl23	Rpl23	65019	ribosomal protein L23	-2.321167389723171	1.3588212677449252e-8	-2.1947449709318305	6.408422301782762e-7	-0.16294511709094114	0.8509864666245476
ENSMUSG00000060143	Gm10076	NA	NA	NA	3.3761383340236217	1.4661227579595295e-8	-0.16351242982033715	0.9250032676589062	1.3193077690258928	0.09471061660717732
ENSMUSG00000086773	Gm16192	NA	NA	NA	-3.0551891702011686	1.576802219422898e-8	-1.3513196068128213	0.010387588149046117	-1.6697287880154454	1.7187549581368047e-4
ENSMUSG00000062210	Tnfaip8	Tnfaip8	106869	tumor necrosis factor, alpha-induced protein 8	-4.055786114474693	1.576802219422898e-8	-0.6791986251500063	0.3431035087699058	-0.8882752865330915	0.15808957475868984
ENSMUSG00000107511	Gm44440	NA	NA	NA	3.2869684067734863	1.6601550591435102e-8	3.9916352904661787	3.806702886332776e-12	0.01521800643725097	0.999843460507195
ENSMUSG00000021423	Ly86	Ly86	17084	lymphocyte antigen 86	-1.238678246383644	1.802192759821364e-8	-1.8050398906261091	1.209988312983921e-12	-0.4187794230354947	0.1616574229376201
ENSMUSG00000030054	Gp9	Gp9	54368	glycoprotein 9 (platelet)	2.201489191379089	1.9928368420530818e-8	-3.6182701615564987	2.009663242622822e-6	1.451982061438895	5.651548964858763e-4
ENSMUSG00000022415	Syngr1	Syngr1	20972	synaptogyrin 1	-1.4665478680232178	2.055439146933245e-8	-2.5626186382626943	1.4816898963237301e-15	-0.7039827576517118	0.012273546992084923
ENSMUSG00000029484	Anxa3	Anxa3	11745	annexin A3	-2.0144417090757925	2.7053420173114022e-8	-2.612036302720637	7.229092868847739e-10	-0.7446197650149234	0.05568609233161258
ENSMUSG00000029919	Hpgds	Hpgds	54486	hematopoietic prostaglandin D synthase	-1.358378422753911	2.7381253300956133e-8	-0.45433672324210456	0.16139690098041026	-0.34951523685003527	0.3549110880954726
ENSMUSG00000005312	Ubqln1	Ubqln1	56085	ubiquilin 1	5.213775514568957	3.056716806433407e-8	1.988224203329869	0.32203006462025596	2.465563605075188	0.17983183903051805
ENSMUSG00000022769	Sdf2l1	Sdf2l1	64136	stromal cell-derived factor 2-like 1	-2.2862507765865874	3.561436780590386e-8	-0.026118712107146398	0.981487441820409	0.7575663430477383	0.06088471036172633
ENSMUSG00000046805	Mpeg1	Mpeg1	17476	macrophage expressed gene 1	-1.4343110614474883	3.632561646533083e-8	-0.8209681724920869	0.005390160788102919	-0.6099551590742056	0.04243585393322575
ENSMUSG00000068566	Myadm	Myadm	50918	myeloid-associated differentiation marker	-3.8028037211068226	3.8127240623903444e-8	1.0117922367495498	0.05283445454727797	-0.0483060838157275	0.9910179552314741
ENSMUSG00000048758	Rpl29	Rpl29	19944	ribosomal protein L29	-5.672087962353145	3.8601160492082336e-8	-0.21331885283056112	0.8377384483427357	0.04510168046679795	0.9823795484866851
ENSMUSG00000083496	Gm11263	NA	NA	NA	-6.1193488870066375	4.507691326493668e-8	-1.644116446534289	0.0552551361681043	0.5145650410739081	0.6027206226187938
ENSMUSG00000109105	RP23-233O21.6	NA	NA	NA	2.1831848403601937	4.7857373431286445e-8	1.1500396662323433	0.017177069063371433	2.9504124721918172	3.61327139554351e-13
ENSMUSG00000078588	Ccdc24	Ccdc24	381546	coiled-coil domain containing 24	7.740513702139136	6.16986005975857e-8	3.435892922817547	0.3524683219571259	-0.04627700652268273	1
ENSMUSG00000035493	Tgfbi	Tgfbi	21810	transforming growth factor, beta induced	2.649497592891461	6.851874975624728e-8	1.233140521093602	0.0749396631937602	0.6574693301616802	0.5288058556034936
ENSMUSG00000040181	Fmo1	Fmo1	14261	flavin containing monooxygenase 1	-7.242286529499455	8.504739092442453e-8	-7.3364263284926725	1.7535115561110848e-6	-3.9298313049516356	8.36059571421633e-7
ENSMUSG00000016494	Cd34	Cd34	12490	CD34 antigen	-1.7467826157088697	8.996457269938384e-8	0.840863845060657	0.010387588149046117	-0.494256920451426	0.24946223285032482
ENSMUSG00000044678	Ly6k	Ly6k	76486	lymphocyte antigen 6 complex, locus K	5.8812646648133935	9.968703364594383e-8	4.733202441824881	7.184820527317492e-5	2.1882277618670307	0.28766434068369817
ENSMUSG00000058700	Rpl21-ps12	NA	NA	NA	5.2946337902633385	1.0589895460347281e-7	1.1503420666821926	0.7203388188794547	-2.002772931150003	0.6282287647682194
ENSMUSG00000017417	Plxdc1	Plxdc1	72324	plexin domain containing 1	-3.935431230484157	1.0835923085240308e-7	-1.3370056398894374	0.04306129564832088	-0.47598288014666124	0.6059776369382637
ENSMUSG00000073412	Lst1	Lst1	16988	leukocyte specific transcript 1	1.5626732764704494	1.2346130874038475e-7	-0.32658953543274427	0.5479278924830033	0.2825461763798644	0.6483638431315732
ENSMUSG00000108173	Gm44231	NA	NA	NA	-1.8813982876498656	1.6045028107749483e-7	-0.9200220854628308	0.02661975283165242	-2.8130008007182687	1.816379178515019e-14
ENSMUSG00000020695	Mrc2	Mrc2	17534	mannose receptor, C type 2	3.0117890182583578	1.6269159986905465e-7	4.156556517798708	3.356869741747732e-14	1.485985978878874	0.06848208160276428
ENSMUSG00000109509	RP24-471H15.4	NA	NA	NA	-2.423869465152661	1.7771164057827457e-7	-3.0284034128404986	7.827785682108184e-8	0.27574871260267997	0.7251161730671072
ENSMUSG00000030785	Cox6a2	Cox6a2	12862	cytochrome c oxidase subunit 6A2	5.1790556190033525	1.8988663684093456e-7	2.2739750184681475	0.25512489819937106	1.0405926187974346	0.7849609155222592
ENSMUSG00000030157	Clec2d	Clec2d	93694	C-type lectin domain family 2, member d	-4.364254716102569	1.9130407583455307e-7	-1.5148380397304742	0.037560125086982137	-0.9398330536780859	0.1970239483782384
ENSMUSG00000043943	Naalad2	Naalad2	72560	N-acetylated alpha-linked acidic dipeptidase 2	-4.1272607206258005	2.385396930482169e-7	-3.22567797472851	7.385397692823052e-5	1.0819955922474696	0.0425784075474959
ENSMUSG00000106001	Gm42826	NA	NA	NA	2.0607572586386307	2.442882626551595e-7	2.1103134941369714	3.8713158523125586e-7	2.507600305210748	1.2354402949840404e-10
ENSMUSG00000067212	H2-T23	H2-T23	15040	histocompatibility 2, T region locus 23	-1.606818672449879	2.854922101675685e-7	-2.4803765660287347	6.838734452065399e-11	-0.7726205274363886	0.020599482845276035
ENSMUSG00000052005	Gm9864	NA	NA	NA	2.8489128715685705	2.854922101675685e-7	1.7626471832586545	0.0125703463159439	-0.2033505009412887	0.9313794900849848
ENSMUSG00000020185	E2f7	E2f7	52679	E2F transcription factor 7	7.604830394640912	3.596505509673801e-7	4.245839174019147	0.17665573450909453	2.207742774893845	0.6943224901163326
ENSMUSG00000043832	Clec4a3	Clec4a3	73149	C-type lectin domain family 4, member a3	-1.9298860115800454	3.6819630513558416e-7	-1.5364667687493336	1.2001840480657082e-4	-0.1441268563894871	0.8667505415672366
ENSMUSG00000042249	Adrbk2	Grk3	320129	G protein-coupled receptor kinase 3	-3.8950964066071925	3.6834745145648316e-7	-5.493439432789896	6.451308499441102e-8	-0.06789332250356889	0.9731905016206832
ENSMUSG00000103880	Gm37009	NA	NA	NA	4.2622053367450565	3.7275133105269917e-7	1.95730141161041	0.1751331937196516	2.344842560138286	0.0700791581929196
ENSMUSG00000097585	Gm26529	E230029C05Rik	319711	RIKEN cDNA E230029C05 gene	-1.4223324553927168	3.933568712000816e-7	-0.10860427601489453	0.8443802058651251	-0.9578598857412245	5.651548964858763e-4
ENSMUSG00000031995	St14	St14	19143	suppression of tumorigenicity 14 (colon carcinoma)	3.1077175618580752	4.308146304716428e-7	1.7665073065785368	0.03495572067430882	1.0181638439072915	0.4045902453812094
ENSMUSG00000020262	Adarb1	Adarb1	110532	adenosine deaminase, RNA-specific, B1	2.8478023209849384	4.848025588382128e-7	0.1377178940022064	0.9426555134704765	1.728602807879291	0.01200811683927558
ENSMUSG00000044350	Lacc1	Lacc1	210808	laccase domain containing 1	-2.454428525402088	5.060651399751401e-7	0.12869476652941403	0.8785058810203815	-0.6107984940546868	0.30744027553814623
ENSMUSG00000047250	Ptgs1	Ptgs1	19224	prostaglandin-endoperoxide synthase 1	-1.2608681135607087	5.250098366470812e-7	-0.42559213128397744	0.20891888989021448	0.44883063131074025	0.17774691659159164
ENSMUSG00000097429	Gm26520	NA	NA	NA	-6.547423310935831	5.250098366470812e-7	-6.597737301697541	1.0653060528452162e-5	0.507384964521363	0.6490814631651793
ENSMUSG00000004207	Psap	Psap	19156	prosaposin	1.0643096163083738	6.706765560697905e-7	0.8019098121664735	8.734888064073764e-4	0.7748980126440705	6.805374333640386e-4
ENSMUSG00000019055	Plod1	Plod1	18822	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	-1.8761565825937467	6.845960949181651e-7	1.0204235220763305	0.0030881765055783593	1.178163514940624	1.5749648772137367e-4
ENSMUSG00000023452	Pisd	Pisd	320951	phosphatidylserine decarboxylase	1.6718323374114832	7.275416732320478e-7	1.3273643325122229	3.6901494754227725e-4	-0.0783014253676547	0.9537937293157562
ENSMUSG00000087575	Gm12976	NA	NA	NA	-2.613787838120842	9.372227023692512e-7	-3.476475138423526	5.193392339298549e-7	-0.18233281752316494	0.8667505415672366
ENSMUSG00000030246	Ldhb	Ldhb	16832	lactate dehydrogenase B	1.7759126824748326	9.407066838895737e-7	-2.0399221407793213	1.5515272664295952e-4	-2.2328359999484864	8.36059571421633e-7
ENSMUSG00000071669	Snx29	Snx29	74478	sorting nexin 29	-1.8703674344688408	9.407066838895737e-7	-1.7878374805802568	1.7782922486776827e-5	-0.7646755753975288	0.06156848775920507
ENSMUSG00000097551	Gm7976	NA	NA	NA	-2.18623123098996	9.43298252531434e-7	-1.5155346301503132	0.0011302269902230392	-0.5941475363957073	0.2858640741357316
ENSMUSG00000029096	Htra3	Htra3	78558	HtrA serine peptidase 3	4.221232193511948	1.0323475353262381e-6	3.0423561711321696	0.006359475007824894	2.2474461465636493	0.1072398363128054
ENSMUSG00000109089	RP23-366O14.6	4833411C07Rik	71624	RIKEN cDNA 4833411C07 gene	-4.523489666917622	1.1415519315472278e-6	-7.422913437226776	1.9496712856143826e-7	-2.5644754115680737	1.9257674482536165e-4
ENSMUSG00000020898	Ctc1	Ctc1	68964	CTS telomere maintenance complex component 1	-2.564454074564326	1.1415519315472278e-6	-1.3364253271421203	0.017099485398168333	-0.19818185590733467	0.8498958835868278
ENSMUSG00000036172	Cd200r3	Cd200r3	74603	CD200 receptor 3	2.7772759310522077	1.2934627001343566e-6	5.382522486605612	3.488694751570852e-21	0.8900681068727831	0.4143229386195473
ENSMUSG00000102423	Gm37465	NA	NA	NA	-2.149023993304155	1.375093861726885e-6	-1.8941378166581464	1.0268531288436334e-4	-0.23546316601470438	0.7752984149175941
ENSMUSG00000029092	D5Ertd615e	D5Ertd615e	52401	DNA segment, Chr 5, ERATO Doi 615, expressed	3.147796125884103	1.6843536518506399e-6	2.6365996607898556	5.105232003520543e-4	1.5504246538364812	0.12436643711582529
ENSMUSG00000066258	Trim12a	Trim12a	76681	tripartite motif-containing 12A	-2.3672551441957737	1.81914678433483e-6	-1.5032701183219315	0.005597676375699856	-1.505646106720286	7.211430521145468e-4
ENSMUSG00000035064	Eef2k	Eef2k	13631	eukaryotic elongation factor-2 kinase	-2.1877321191287784	2.0137481472156204e-6	-0.9725610610411073	0.05505368051906329	-0.5608977496167663	0.3475443298591318
ENSMUSG00000009687	Fxyd5	Fxyd5	18301	FXYD domain-containing ion transport regulator 5	2.136447620726354	2.018139953812618e-6	0.7186405002689948	0.3240906021131676	-1.275475219696451	0.07428369194347077
ENSMUSG00000021360	Gcnt2	Gcnt2	14538	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	-6.625508287049266	2.0445030881631545e-6	-0.3586290493326388	0.7884900361010106	-6.597968845673111	1.0423386135725453e-8
ENSMUSG00000022108	Itm2b	Itm2b	16432	integral membrane protein 2B	-0.9269318582415793	2.1481666544947985e-6	-0.45089682927904845	0.07614248018829071	-0.36001498666567794	0.19546328465493498
ENSMUSG00000034006	Pqlc1	Pqlc1	66943	PQ loop repeat containing 1	2.676716134564444	2.4678889562741743e-6	2.5429591165244108	3.674126659246671e-5	2.1763686164969123	3.3974110706614855e-4
ENSMUSG00000047798	Cd300lf	Cd300lf	246746	CD300 molecule like family member F	4.690147992176177	2.4678889562741743e-6	6.1090787386328715	1.7264918432921338e-12	1.1370405044413607	0.7410661687602463
