ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	CAST_vs_B6_logFC	CAST_vs_B6_FDR	PWK_vs_B6_logFC	PWK_vs_B6_FDR	WSB_vs_B6_logFC	WSB_vs_B6_FDR
ENSMUSG00000025576	Rbfox3	Rbfox3	52897	RNA binding protein, fox-1 homolog (C. elegans) 3	5.738799469726025	5.716957654291554e-22	6.082876215241038	4.266465957414894e-22	-3.8001060355393745	2.479933462981076e-7
ENSMUSG00000015314	Slamf6	Slamf6	30925	SLAM family member 6	-4.221340552318686	5.733166956375762e-22	0.5239047244323058	5.1790482990495435e-5	-1.1431742621802692	1.178249871108664e-10
ENSMUSG00000024340	Btnl2	Btnl2	547431	butyrophilin-like 2	8.708286441470666	6.158461532191472e-22	-1.3136623239529068	0.16251078905864966	-1.705164089484914	0.16305426022374217
ENSMUSG00000028184	Adgrl2	Adgrl2	99633	adhesion G protein-coupled receptor L2	-8.635915065693025	8.677971972119036e-22	1.5970322508045494	7.677871418841688e-13	1.986240025389767	4.341246233011227e-15
ENSMUSG00000027315	Spint1	Spint1	20732	serine protease inhibitor, Kunitz type 1	-11.900116521708462	8.712524458245377e-22	0.966464429690702	1.8963847498304645e-7	-10.372311506318724	2.8851075652507656e-20
ENSMUSG00000078153	Psme2b	Psme2b	621823	protease (prosome, macropain) activator subunit 2B	-7.8618481301461065	1.103286880327621e-21	-8.075756505223321	1.5776332079268074e-20	-0.014214870939657072	0.946480155004845
ENSMUSG00000085478	Gm11851	NA	NA	NA	-7.625053870086129	1.2510738128130258e-21	-7.750652398918361	1.8688914471148816e-20	-3.292843896911468	2.159134232242062e-16
ENSMUSG00000097705	Gm26740	NA	NA	NA	-12.107902258655955	1.8081951115687662e-21	-10.746347327910017	2.722571185154304e-20	-13.476602193961988	4.8363692296157914e-20
ENSMUSG00000082926	Gm8172	NA	NA	NA	8.197965559082279	1.9185724468001914e-21	-1.2367346296045196	0.0017371040543084457	1.548033906787388	6.6417398667646495e-6
ENSMUSG00000066324	Impad1	Impad1	242291	inositol monophosphatase domain containing 1	-4.72655195638035	2.2309917157813835e-21	0.05090219369470716	0.863733064445178	-0.11682971518740434	0.40011936546105115
ENSMUSG00000021087	Rtn1	Rtn1	104001	reticulon 1	-2.399612753592416	2.671984686421105e-21	-1.6181163388195217	1.2982331017936008e-16	0.5335752463197254	1.6518757125875294e-7
ENSMUSG00000038793	Lefty1	Lefty1	13590	left right determination factor 1	-9.990855888212472	2.762800140069778e-21	-10.512408073849612	3.732339532318284e-20	-0.6054679990333076	1.6886018954666754e-4
ENSMUSG00000033386	Frrs1	Frrs1	20321	ferric-chelate reductase 1	-3.7692590865788986	3.304075144289458e-21	-0.29179257559832733	0.020628114262624796	-0.937330267907945	8.599946606500894e-9
ENSMUSG00000062210	Tnfaip8	Tnfaip8	106869	tumor necrosis factor, alpha-induced protein 8	-2.689579383106918	3.304075144289458e-21	-0.02760941563081923	0.7979912231475703	-0.6288492881903551	9.267403715701108e-8
ENSMUSG00000020898	Ctc1	Ctc1	68964	CTS telomere maintenance complex component 1	-2.7942056013224335	3.503128662077719e-21	-1.728740396839663	1.0244202875462974e-15	0.029019522300064535	0.8168850378748803
ENSMUSG00000100280	Gm28417	NA	NA	NA	-2.7739951379067453	4.518770846860077e-21	-1.631251471183303	2.4653271379009917e-15	0.11175756330430914	0.2743022040655738
ENSMUSG00000068566	Myadm	Myadm	50918	myeloid-associated differentiation marker	-4.706905492016764	5.298362509152925e-21	0.9775036941874965	2.4256684340988103e-8	0.5600612775006095	9.519378481532638e-5
ENSMUSG00000001025	S100a6	S100a6	20200	S100 calcium binding protein A6 (calcyclin)	5.365292644853958	6.114555931492912e-21	2.3475260440096632	1.3130144489060596e-11	-0.23810276536561503	0.4985410281703532
ENSMUSG00000037683	Armc3	Armc3	70882	armadillo repeat containing 3	2.7111129603146407	6.636824164443068e-21	-3.7775761647706116	3.259815722364874e-20	0.07482122743356674	0.5471869453960114
ENSMUSG00000020717	Pecam1	Pecam1	18613	platelet/endothelial cell adhesion molecule 1	3.555306571910289	7.37067051636911e-21	2.348964711446485	1.685316073049724e-16	0.9615229273590794	1.595787797639534e-8
ENSMUSG00000062609	Kcnj15	Kcnj15	16516	potassium inwardly-rectifying channel, subfamily J, member 15	10.162115369906658	7.37918779841483e-21	4.744305310206676	2.383932923948246e-7	11.80255022672886	2.1187816557187526e-22
ENSMUSG00000020773	Trim47	Trim47	217333	tripartite motif-containing 47	-4.9822218740997855	8.709487974161342e-21	-5.6026785208963625	4.6792615706074223e-20	-0.03510257519026829	0.8508419385093005
ENSMUSG00000026483	Fam129a	Fam129a	63913	family with sequence similarity 129, member A	-4.337279288146932	1.2737772259973753e-20	-6.951259205880787	3.0108109360450185e-21	-0.2933822451988132	0.03367616462780316
ENSMUSG00000022671	Mzt2	Mzt2	72083	mitotic spindle organizing protein 2	2.060663671749496	1.3873038442851776e-20	3.114757398158219	1.6675120415581365e-23	0.12535177384695823	0.1393487429617299
ENSMUSG00000089797	Gm16118	Gm16118	102632420	predicted gene 16118	-7.3897539046623635	1.4965495795067495e-20	-4.645059882447325	8.865595545363984e-18	0.4792873317641181	0.002798702850614528
ENSMUSG00000107977	Gm44121	NA	NA	NA	-5.063425680979137	1.9453785851555688e-20	-0.9075594252092469	5.767323655415793e-7	-0.8314234852952185	1.787057707371576e-6
ENSMUSG00000049436	Upk1b	Upk1b	22268	uroplakin 1B	-5.211228516493797	2.1531991888842358e-20	-3.8447263015121984	2.658066563476103e-17	-4.473726168870506	1.7748569564194158e-18
ENSMUSG00000032076	Cadm1	Cadm1	54725	cell adhesion molecule 1	-2.7095965615840854	2.3226885413863364e-20	0.8809460947390607	1.2926370352196054e-9	-0.4217074266998877	1.434891207427741e-4
ENSMUSG00000109556	RP23-81F19.2	NA	NA	NA	-6.672208112633145	3.443659758465177e-20	-1.7839228153500628	9.072262247250136e-11	-1.1896721891758897	6.093165563059422e-8
ENSMUSG00000051652	Lrrc3	Lrrc3	237387	leucine rich repeat containing 3	-4.596583524743164	3.4932026061128436e-20	-2.2525640056263874	7.302004701675375e-14	-0.014774191246535924	0.9396179603545601
ENSMUSG00000057596	Trim30d	Trim30d	209387	tripartite motif-containing 30D	-4.006869599280257	3.5117346774100265e-20	-0.06197418986424056	0.6774044355232904	-6.63536673675619	5.2399768099399246e-21
ENSMUSG00000048758	Rpl29	Rpl29	19944	ribosomal protein L29	-7.867508092422424	4.5044792705526774e-20	0.11194980634457308	0.5550306194549421	-0.4113352715967836	0.024896953516985596
ENSMUSG00000024776	Stambpl1	Stambpl1	76630	STAM binding protein like 1	2.3539245549398538	4.5044792705526774e-20	0.3902179948067776	2.600391243299807e-4	0.48514132454874315	1.2749486657405065e-5
ENSMUSG00000045092	S1pr1	S1pr1	13609	sphingosine-1-phosphate receptor 1	-8.131320526371438	4.5044792705526774e-20	-2.0946766948967697	2.76431668332265e-11	-7.396416119430182	2.896122094771873e-18
ENSMUSG00000108365	RP24-174G2.2	NA	NA	NA	-3.558845094264057	4.5649377000454565e-20	-0.2946363011555207	0.03099026624137329	-0.1104168217208151	0.44976041224835955
ENSMUSG00000010476	Ebf3	Ebf3	13593	early B cell factor 3	-11.339071521372272	4.8246849260682616e-20	-0.20582156855804876	0.12170379380648609	-1.1414568324765952	1.0879484803434057e-8
ENSMUSG00000021728	Emb	Emb	13723	embigin	7.864921677019669	5.022455699971319e-20	4.633788020340072	3.4150387181164205e-13	0.12151346557431031	0.8977750438318637
ENSMUSG00000072812	Ahnak2	Ahnak2	100041194	AHNAK nucleoprotein 2	7.655684336387121	5.0982790600633974e-20	1.4894359190693933	0.00627441080835746	3.350351866953134	1.614574186534973e-8
ENSMUSG00000078588	Ccdc24	Ccdc24	381546	coiled-coil domain containing 24	7.081346248916071	5.196612842277569e-20	0.44631076252431545	0.36735948457781187	-0.0671848848966776	0.9353388348838636
ENSMUSG00000019055	Plod1	Plod1	18822	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	-1.7828797910368333	5.550207463110134e-20	0.9599155597915969	1.961784779525599e-13	1.2509481059422627	2.6396924819763374e-16
ENSMUSG00000030653	Pde2a	Pde2a	207728	phosphodiesterase 2A, cGMP-stimulated	-4.895106283740497	5.550207463110134e-20	-8.632954236559879	1.8638794010612154e-20	-2.0905907869230163	5.202696351523585e-13
ENSMUSG00000001761	Smo	Smo	319757	smoothened, frizzled class receptor	-3.239260679850789	6.676737955421888e-20	-5.0545170806713635	1.7979520853193683e-21	-0.1709817461383819	0.18348906573836557
ENSMUSG00000085399	Foxd2os	Foxd2os	100040736	forkhead box D2, opposite strand	5.964151631342641	9.749944005126425e-20	-4.456736176276166	3.178819157752413e-6	-1.6682430722703578	0.009096770206400439
ENSMUSG00000025746	Il6	Il6	16193	interleukin 6	-6.13153994412859	1.0418460453509904e-19	1.3651896441177898	5.762673569417494e-10	-1.1021250475637396	1.6608417596166408e-7
ENSMUSG00000028950	Tas1r1	Tas1r1	110326	taste receptor, type 1, member 1	10.255723314843348	1.1885682041739592e-19	0.6960443183625641	0.603558624364596	-1.032845861274765	0.6424758462358674
ENSMUSG00000070873	Lilra5	Lilra5	232801	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5	-4.658091114257667	1.5826475159222544e-19	-4.022543933195803	2.0147299224023542e-17	-6.7896252600975835	1.6367740364826355e-19
ENSMUSG00000038732	Mboat1	Mboat1	218121	membrane bound O-acyltransferase domain containing 1	-4.956204795722153	1.5849386716150908e-19	-12.63299988772684	3.259815722364874e-20	-1.2057034192755058	2.666501798597718e-9
ENSMUSG00000035004	Igsf6	Igsf6	80719	immunoglobulin superfamily, member 6	-2.5623313717146594	1.941362929288568e-19	-0.5378354143591357	1.4213769141218466e-5	-1.346869006100521	4.754661754614835e-13
ENSMUSG00000024049	Myom1	Myom1	17929	myomesin 1	3.4613138327845188	2.1774048931389135e-19	2.5562298147025886	1.1289164337603126e-15	-3.871634381924735	7.992915683677647e-13
ENSMUSG00000015143	Actn1	Actn1	109711	actinin, alpha 1	-5.991821298710816	2.4622221693773793e-19	-3.2332824872710284	4.939145053330726e-15	-0.1534993001461659	0.4127644914076906
ENSMUSG00000073599	Ecscr	Ecscr	68545	endothelial cell surface expressed chemotaxis and apoptosis regulator	-1.7484026116179507	2.9572448444031195e-19	-7.323238497702003	5.269936593880802e-29	0.11141431727850931	0.17022092386975868
ENSMUSG00000031995	St14	St14	19143	suppression of tumorigenicity 14 (colon carcinoma)	2.8334770636102102	3.333393161681445e-19	1.7280562430253388	9.179297328220481e-14	1.0226770624332933	6.9861725417657e-9
ENSMUSG00000026207	Speg	Speg	11790	SPEG complex locus	-6.066481711570035	3.364537859207599e-19	-7.175584148839069	1.6847472776196433e-18	-2.045564916067601	1.5947840751801586e-11
ENSMUSG00000078495	Gm13157	Zfp984	100041677	zinc finger protein 984	-6.860671919176165	3.371242771104943e-19	-6.21387272552594	1.0416454823756737e-17	-0.9189681224421401	1.6506309624078483e-5
ENSMUSG00000029564	4930519G04Rik	4930519G04Rik	67593	RIKEN cDNA 4930519G04 gene	-3.913254253682265	3.4383839281129036e-19	-2.3730948924091213	2.5942202855069893e-14	-0.051336787555922456	0.993235235508055
ENSMUSG00000072653	Zfp783	Zfp783	232785	zinc finger protein 783	-5.021805796009423	3.5909147018954376e-19	-4.839099803752618	8.136145137729304e-18	-1.1593798420859758	6.376070952697387e-8
ENSMUSG00000053128	Rnf26	Rnf26	213211	ring finger protein 26	-4.495457222439489	3.825816738515269e-19	-0.6407354537572345	1.1222894803681799e-4	0.39639669487018925	0.008157832591193705
ENSMUSG00000097551	Gm7976	NA	NA	NA	-3.274824810307838	3.8608753217028943e-19	-2.0998711348950363	2.3046432171361205e-14	-0.5312194599650355	1.605533909575657e-4
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-3.389561099276675	4.0690668941961774e-19	-7.070309761873827	2.2815504227332497e-22	-0.12479724032576098	0.39234779569560024
ENSMUSG00000073705	Apitd1	Cenps	69928	centromere protein S	3.4415393712103133	4.466107217985868e-19	0.9215596791942844	6.617380675901992e-6	1.8337554166064651	1.0094136149597605e-11
ENSMUSG00000019843	Fyn	Fyn	14360	Fyn proto-oncogene	2.9386414708824096	4.804336180616209e-19	0.31439382474493754	0.03067453837894376	0.8768475475821491	4.2982157559592793e-7
ENSMUSG00000109089	RP23-366O14.6	4833411C07Rik	71624	RIKEN cDNA 4833411C07 gene	-5.133692003063283	4.912556723774208e-19	-8.117564654099684	2.1657136941514314e-19	-2.917422365585804	1.6875250204473314e-14
ENSMUSG00000104698	Gm42602	NA	NA	NA	-4.581979111485782	4.912556723774208e-19	-4.981306336863361	3.4564978286866836e-18	-1.1748433181153364	4.9182917565382165e-8
ENSMUSG00000022505	Emp2	Emp2	13731	epithelial membrane protein 2	4.092081870374541	4.946489575809506e-19	-7.470384353709297	1.0430964893617783e-14	-1.7666287084257557	5.560370644214396e-8
ENSMUSG00000036533	Cdc42ep3	Cdc42ep3	260409	CDC42 effector protein (Rho GTPase binding) 3	-8.816584839085001	5.343721532451286e-19	-0.6778911001356541	9.115475764951996e-4	-5.944015267641432	1.0482405714512061e-16
ENSMUSG00000086826	Gm11739	NA	NA	NA	-10.84858010889912	5.558037743575065e-19	0.1936716912631584	0.1698439941281346	0.14431850938212182	0.34393475658384065
ENSMUSG00000040592	Cd79b	Cd79b	15985	CD79B antigen	-4.488527701001416	6.129680194649402e-19	-5.018959452766649	2.879058471937125e-18	-3.284533472422011	7.46290689793087e-16
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-3.183124491932851	6.129680194649402e-19	-3.9008425942843874	2.9300286603045867e-19	-0.31327429333896784	0.023400518468987254
ENSMUSG00000092528	Nlrp1c-ps	Nlrp1c-ps	627984	NLR family, pyrin domain containing 1C, pseudogene	-7.275235774544575	6.845655929599518e-19	-1.8027561630282722	9.370828722396527e-10	-5.321108439821168	2.159134232242062e-16
ENSMUSG00000104918	Gm42944	NA	NA	NA	-4.74153008046193	7.161716413947082e-19	-6.73828817262521	4.3237884647000977e-19	-1.9111356461857172	1.8881884753816942e-11
ENSMUSG00000087370	Tmem170b	Tmem170b	621976	transmembrane protein 170B	-2.1739886156271604	7.985786421169386e-19	0.06607166304520484	0.5311339366861031	0.12822824339003586	0.2189769042157632
ENSMUSG00000090707	Gm8237	NA	NA	NA	6.806540761823628	8.613645417170998e-19	0.8526348993322351	0.05472719896778264	1.052893516522576	0.030922411181450078
ENSMUSG00000024534	Sncaip	Sncaip	67847	synuclein, alpha interacting protein (synphilin)	-11.418572822740305	8.822499197194446e-19	-0.45512895467578934	0.005080135990409606	-0.6750884548970747	1.2777138871200667e-4
ENSMUSG00000082064	Rpl5-ps2	NA	NA	NA	7.116200736407215	9.826435524584009e-19	7.406062812097004	6.905147485786489e-19	0.6117873776755653	0.5019502919359169
ENSMUSG00000091472	Gm3739	NA	NA	NA	-5.344557971857533	1.0501369653702835e-18	-1.6510978313837859	6.100386626162532e-10	-0.6311390694667386	6.381612211485562e-4
ENSMUSG00000093249	Gm24576	NA	NA	NA	4.738121380512964	1.114737672275559e-18	6.765014286065236	3.3570347639304964e-22	-1.24881113395073	0.012358305371922378
ENSMUSG00000059493	Nhs	Nhs	195727	NHS actin remodeling regulator	3.5633783610522274	1.114737672275559e-18	2.2819916598886283	1.7861296778366827e-13	2.533228858245369	1.935793902627288e-14
ENSMUSG00000017009	Sdc4	Sdc4	20971	syndecan 4	-5.884485283775777	1.3066599214635055e-18	-6.284557994177955	1.5559850194677226e-17	-0.8312788448379375	6.798039229129906e-5
ENSMUSG00000031626	Sorbs2	Sorbs2	234214	sorbin and SH3 domain containing 2	8.094486798737455	1.3120550071265659e-18	6.178192171632759	2.809501293768156e-14	-1.202206348095745	0.43095560442259023
ENSMUSG00000022587	Ly6e	Ly6e	17069	lymphocyte antigen 6 complex, locus E	-2.391977256046969	1.3885357613635038e-18	0.453607639776589	2.1976218663538163e-4	0.4387269107964193	2.3099947120897596e-4
ENSMUSG00000093105	Gm25535	NA	NA	NA	-5.769392221502397	1.436994632528052e-18	-7.362785595543089	1.7701373845127716e-17	-0.2331302737363672	0.22747540643677536
ENSMUSG00000022496	Tnfrsf17	Tnfrsf17	21935	tumor necrosis factor receptor superfamily, member 17	-2.904923167048737	1.4905811631284728e-18	-4.597229279827086	2.184459651886407e-20	-0.24914673789806946	0.05600014764977352
ENSMUSG00000038600	Atp6v0a4	Atp6v0a4	140494	ATPase, H+ transporting, lysosomal V0 subunit A4	10.44346348101235	1.5518398832269632e-18	-1.6069995333239797	0.30552266100778136	0.18944054173623212	0.9423602864627502
ENSMUSG00000075010	AW112010	AW112010	107350	expressed sequence AW112010	-3.538286400910949	1.62953597277399e-18	-2.3558747873841455	2.6213521410025163e-14	-1.008447154727594	9.136699535301082e-8
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2.739950269795576	1.9155863332156787e-18	0.5807955299370705	6.338145108325199e-5	3.1276325367753883	5.251415598848945e-19
ENSMUSG00000032000	Birc3	Birc3	11796	baculoviral IAP repeat-containing 3	-2.2333447873275345	1.9603556203672794e-18	-0.0916102642604248	0.3982312359063362	-0.36079712861078983	9.481625542754418e-4
ENSMUSG00000109422	RP23-121N17.4	NA	NA	NA	3.4220790622148796	2.5243632472882926e-18	-0.054701959247126036	0.8003310933484467	0.2570810922932757	0.230939670894826
ENSMUSG00000017664	Slc35c2	Slc35c2	228875	solute carrier family 35, member C2	-2.245612753780338	2.6009730248634516e-18	-1.5443321944587647	7.336356258153463e-14	-0.7717677790893008	2.4238853695871225e-8
ENSMUSG00000104704	Gm43133	NA	NA	NA	-6.110213102795682	2.8043733897871326e-18	-5.951257090492818	4.7603494828740355e-17	-0.8119293021569461	1.0445303414351954e-4
ENSMUSG00000028454	Pigo	Pigo	56703	phosphatidylinositol glycan anchor biosynthesis, class O	2.9985049279345772	2.8043733897871326e-18	2.724648472353119	1.032624596364947e-16	1.838248640587511	1.4620359194407e-12
ENSMUSG00000028337	Coro2a	Coro2a	107684	coronin, actin binding protein 2A	-6.274502295492948	3.138353592240763e-18	-5.066781681491333	2.99888730225225e-16	-3.4930956986010577	4.425367526108157e-14
ENSMUSG00000070942	Il1rl2	Il1rl2	107527	interleukin 1 receptor-like 2	-4.555644770657153	3.138353592240763e-18	-7.490877115409917	1.0825512896693993e-18	-0.3185698718553429	0.0686065868010154
ENSMUSG00000045287	Rtn4rl1	Rtn4rl1	237847	reticulon 4 receptor-like 1	-2.193404550761446	3.1450891335737787e-18	-4.493930065600251	1.7431325803017857e-22	-1.11973023910648	1.4984641060062715e-11
ENSMUSG00000004707	Ly9	Ly9	17085	lymphocyte antigen 9	-2.8373394314949443	3.1571225374816545e-18	0.12514470325147917	0.33064093827600527	-3.0502721253336835	1.73291138167317e-17
ENSMUSG00000055216	9430025C20Rik	NA	NA	NA	-4.832575750503787	3.364085069798979e-18	-0.22271216816704173	0.2140355368464526	-1.1018436212958993	6.278555910405747e-7
ENSMUSG00000021928	Ebpl	Ebpl	68177	emopamil binding protein-like	2.0101282418255138	3.443243363838776e-18	0.5036482980639259	1.631185709003175e-5	1.7196218682713629	3.5421112989946893e-16
ENSMUSG00000106421	Gm9645	NA	NA	NA	-6.550146975560201	3.541409058811635e-18	-3.3004355774868035	5.004440298401003e-14	-0.6095442055637622	0.001456088184340353
ENSMUSG00000027457	Snph	Snph	241727	syntaphilin	2.6355492099192754	3.718528671010478e-18	1.8137683349485416	8.897145570352227e-14	1.1051924752840112	4.991461954088996e-9
ENSMUSG00000098690	Gm27316	NA	NA	NA	-3.8230032878293807	3.868596678006576e-18	-1.2773692990578756	9.450706414747747e-9	0.04674067601292686	0.8116843435111699
ENSMUSG00000033577	Myo6	Myo6	17920	myosin VI	1.8726693829273	3.911389292791082e-18	-0.4220854372516561	1.5410395891949174e-4	0.2958058314123393	0.004302345600941106
ENSMUSG00000046876	Atxn1	Atxn1	20238	ataxin 1	-3.5791159367121534	4.7016704690320525e-18	-1.4725545772713067	5.61495666660849e-10	-0.47953639345575005	0.002883653283667503
ENSMUSG00000039137	Whrn	Whrn	73750	whirlin	-3.5727690882322762	4.916502377578229e-18	-2.213769711352558	2.839177276475634e-13	-4.090672333120686	6.707229964241409e-18
ENSMUSG00000063142	Kcnma1	Kcnma1	16531	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	-9.164547692395741	5.638210418172646e-18	-8.245969904251544	9.10573625147919e-17	0.10081739498134448	0.6459152528756787
ENSMUSG00000030282	Cmas	Cmas	12764	cytidine monophospho-N-acetylneuraminic acid synthetase	1.5113986894556695	6.226412437629198e-18	0.7848653927278189	6.746626114942075e-11	0.009157280107389936	0.9350728124934814
ENSMUSG00000026939	Tmem141	Tmem141	51875	transmembrane protein 141	-1.6221868868991094	6.286955441046064e-18	-0.8908668632628292	2.177089829947806e-11	-0.11379572542018836	0.18653583467463158
ENSMUSG00000072809	9330160F10Rik	NA	NA	NA	-2.576550295049973	6.445498491969638e-18	-0.48252989095529614	2.138313217718414e-4	-0.12935807249249034	0.3174702237279813
ENSMUSG00000040612	Ildr2	Ildr2	100039795	immunoglobulin-like domain containing receptor 2	-3.384577485312679	7.496393573395363e-18	-4.868027367337857	1.0092165801316615e-18	0.9270769529251354	1.8622134185736577e-7
ENSMUSG00000086773	Gm16192	NA	NA	NA	-2.4657031509400658	7.697859494579031e-18	-0.7934284897259656	2.849291844946156e-7	-1.523182312372567	6.469141982533674e-13
ENSMUSG00000050138	Kcnk12	Kcnk12	210741	potassium channel, subfamily K, member 12	1.7155173441389573	7.892829020120606e-18	0.18045984914032134	0.051255726010018744	0.6984991778381747	6.139294287659845e-9
ENSMUSG00000021595	Nsun2	Nsun2	28114	NOL1/NOP2/Sun domain family member 2	1.61796317872056	8.895708780967847e-18	0.3442094883936044	2.6040832075376866e-4	0.6030405979329154	4.32515827711608e-8
ENSMUSG00000031586	Rbpms	Rbpms	19663	RNA binding protein gene with multiple splicing	-4.373737255574144	9.827613906481611e-18	0.14919516325487664	0.39506792094364357	-5.033463382016935	8.135776314736823e-17
